tileswide 32
tileshigh 32
tilewidth 32
tileheight 32

layer 0
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,01,01,01,01,00,01,00,00,00,00,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00,00,00
00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00
00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,03,01,01,01,01,00,00,00
00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,03,01,01,01,01,00,00,00
00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,03,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00
00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00
00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00
00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00
00,00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,01,01,01,01,01,01,01,00,01,00,00
00,00,00,00,00,00,01,01,01,01,03,03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00,00
00,00,00,00,00,00,01,01,01,01,03,03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00
00,00,00,00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00
00,00,00,00,00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,00,00
00,00,00,00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,00,00,00
00,00,00,00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,00,00,00
00,00,00,00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,02,02,00,00,00
00,00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,02,02,02,02,00,00
00,00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,03,01,01,01,01,01,02,02,02,02,02,02,00,00
00,00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,02,02,02,01,01,01,00,00
00,00,00,01,01,01,01,01,01,01,03,01,01,01,01,01,01,01,01,01,01,02,02,02,02,01,01,01,01,01,00,00
00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,02,02,01,01,01,01,00,00,00,00
00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,02,02,01,01,01,01,01,01,00,00,00
00,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,02,02,02,01,01,01,01,01,01,01,00,00
00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,02,02,02,02,01,01,01,01,01,01,01,00,00
00,01,01,01,01,01,01,01,00,01,01,01,01,01,01,01,01,01,02,02,02,02,01,01,01,01,01,01,01,01,01,00
00,01,01,01,01,01,01,00,00,01,01,01,01,01,01,01,01,01,02,02,02,02,01,01,01,00,01,01,01,01,00,00
00,01,01,01,01,01,01,00,00,01,01,01,01,01,01,01,01,01,02,02,02,02,01,01,00,00,01,01,01,01,01,00
00,01,01,01,01,01,00,00,00,00,01,01,01,01,01,01,01,01,02,02,02,01,00,00,00,00,00,00,01,01,01,00
00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,01,01,01,02,02,02,01,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,03,03,03,03,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00

